name,id,alamat,kota/kab,no telp,email,website,Total Dosen - 20191,Total Mhs - 20191,Total Dosen - 20192,Total Mhs - 20192,Total Dosen - 20201,Total Mhs - 20201,Total Dosen - 20202,Total Mhs - 20202,Total Dosen - 20211,Total Mhs - 20211,Total Dosen - 20212,Total Mhs - 20212,Total Dosen - 20221,Total Mhs - 20221,Total Dosen - 20222,Total Mhs - 20222
Sekolah Tinggi Ilmu Ekonomi Pariwisata Api,Qjc0MzNGMEQtNjNENC00MzZGLUExNzgtQkJBRkQ2RTJDMUE4,Jalan Glendongan TB XV15-B Babarsari Depok SLeman Yogyakarta,Kab. Sleman,0274-485630,akademik@stieparapi.ac.id   dan  stieapi@gmail.com, www.stieparapi.ac.id,6,224,6,209,6,368,6,356,6,463,6,455,7,611,8,3
Sekolah Tinggi Ilmu Ekonomi Widya Wiwaha,RjQyNDU3QjEtMzgwRi00NTRCLTkyODUtQkVDRUU3N0QxN0ND,"Jalan Lowanu Sorosutan UH VI/20, YOGYAKARTA. ",Kota Yogyakarta,0274-377091,info@stieww.ac.id,www.stieww.ac.id,90,2129,106,1865,100,2161,95,2042,78,1933,78,1890,67,1903,76,1964
Sekolah Tinggi Ilmu Ekonomi Ykp,ODE2MkQ3MkItMUE4Ny00NjMzLTg5QkYtMzU4Q0M1QUI4MzZE,"Jalan Godean KM.3 Tambak, Kasihan Bantul",Kab. Bantul,0274-560436,info@stieykp.ac.id,www.stieykp.ac.id,44,1068,39,949,50,1134,50,1086,53,930,46,925,52,808,51,692
Sekolah Tinggi Ilmu Ekonomi YKPN,MEVDNTRFNjEtREM3MC00OTYxLTgxRjAtMzkzREMxREVCQjJD,Jalan Seturan Catur Tunggal Depok Sleman,Kab. Sleman,"0274 486160, 486321",stieykpn@stieykpn.ac.id,www.stieykpn.ac.id,124,3086,130,2414,104,2443,128,2174,111,2059,113,1798,100,1685,93,1345
Sekolah Tinggi Ilmu Kesehatan Akbidyo,RUJFNjdFOEItMEVEMi00NzJFLTgyRTctM0ZBNkRGQzAxRURD,Jl. Parangtritis Km. 6 Sewon Bantul,Kec. Sewon,(0274) 445008,info@akbidyo.ac.id,www.akbidyo.ac.id,59,328,63,324,48,313,50,305,54,302,53,289,52,309,48,302
,,,,,,,0,0,0,0,0,6,0,6,0,12,0,0,0,0,0,0
Sekolah Tinggi Ilmu Kesehatan Madani,MDA3NDBCNTktQjY1Mi00Mzg0LTk0NDUtQjdGMjBFNEMxOTMx,"Jl. Wonosari Km. 10 Karanggayam, Sitimulyo, Piyungan, Bantul Yogyakarta",Kec. Piyungan,02742842380,info@stikesmadani.ac.id,stikesmadani.ac.id,31,395,30,257,27,256,28,248,33,253,36,186,33,156,32,150
Sekolah Tinggi Ilmu Kesehatan Wira Husada,MTQ3MkRGQjctNzExQi00RDVCLUE1N0YtOTkwNUY2NEQ4N0VD,Jalan Glendongan Babarsari ,Kab. Sleman,0274485110,info@stikeswirahusada.ac.id,www.stikeswirahusada.ac.id,74,807,58,733,98,807,74,776,95,806,67,722,87,782,62,516
Sekolah Tinggi Ilmu Komunikasi Yogyakarta,OTk3OEUyQUItRjU0MC00RDNFLUExN0MtNzM3N0I3MUQxRDk3,,Kota Yogyakarta, 0274 - 4533864, humas@akindo.ac.id,www.stikomyogyakarta.ac.id,40,313,39,340,43,331,43,305,45,268,44,261,45,256,44,230
Sekolah Tinggi Maritim Yogyakarta,OUYwQTI1MkYtMTNBOC00MEQ2LThDOUQtMkI5RjY4RTgzM0Yx,"Jl. Magelang Km.4,4 Mesan Sinduadi Mlati",Kab. Sleman,(0274) 586263,info@stimaryo.ac.id,stimaryo.ac.id,53,865,54,840,56,778,61,761,60,681,56,582,54,546,55,546
Sekolah Tinggi Psikologi Yogyakarta,MzExNUJBMUMtMjM0Ni00NkExLUEwMUEtNTcwMTY3REVERDM0,Graha Pogung Lor Jl. Ringroad Utara Pogung Yogyakarta ,Kec. Kotagede,081327896060,stipsi.jogja1@gmail.com,www.stipsi.ac.id,7,67,7,67,7,215,7,215,6,384,5,373,0,0,0,0
Sekolah Tinggi Seni Rupa Dan Desain Visi Indonesia,QzY0RDI1QUEtNTZGNC00ODczLUI0QkItNDg1RDM5NTFCMjQ3,Jl. Taman Siswa No. 150 B ,Kota Yogyakarta,0274-377787,info@stsrdvisi.ac.id,www.stsrdvisi.ac.id,19,464,20,423,21,453,23,412,19,458,22,424,25,431,24,405
Sekolah Tinggi Theologia Nazarene Indonesia,NDVBNEM0NjQtNEQxRS00QTkxLUI4OUYtQ0Y1RDEzNTI5NUE3," Jl. Sani, Kadisoka, Purwomartani, Sleman, Daerah Istimewa Yogyakarta",Kab. Sleman, 0274497045, stt_nazarene@sttni.ac.id, www.sttni.ac.id,29,152,30,159,29,142,27,120,30,91,28,83,31,115,25,95
Sekolah Tinggi Teknologi Kedirgantaraan,MjA3MjJBQzEtQTAyQS00ODExLUI1QzYtRTEwNzJENjY5ODEw,"Jalan Parangtritis Km 4,5 ",Kec. Sewon,0274 418248,mail@sttkd.ac.id,www.sttkd.ac.id,134,4076,120,3808,136,4420,129,4102,137,4532,133,3976,152,3490,134,3490
Politeknik Kesehatan Bhakti Setya Indonesia,QzM5RjM2ODktRDQyMi00NEUzLUI2ODItNjNGMzcwODcwM0Yx,Jl Janti Gedongkuning No 336 Banguntapan Bantul,Kota Yogyakarta,"(0274)580663,7482722",akademik@poltekkes-bsi.ac.id,www.poltekkes-bsi.ac.id,32,1552,31,1481,32,1744,39,1240,47,1554,44,1408,62,1533,51,1039
Politeknik Kesehatan Karya Husada Yogyakarta,QzAzQjQ3NkEtM0Q3RC00RDQzLTkxNTktMkQ0NThFREE1Qzc4,Jl. Tentara Rakyat  Mataram No. 11-B,Kec. Jetis,(0274) 587 677,poltekkeskhjogja@gmail.com,poltekkeskhjogja.ac.id,33,268,29,268,32,231,30,225,36,197,30,192,34,236,29,236
Politeknik Kesehatan TNI AU Adisutjipto,RUYyQkEzRkUtRDBGNy00NDlFLTlGMkItNjREOUJBRDlFMDM0,Jalan Majapahit (Janti) Blok R Lanud Adisutjipto,Kec. Banguntapan,02744352698,admin@poltekkesadisutjipto.ac.id,poltekkesadisutjipto.ac.id,21,118,19,118,22,157,16,157,16,149,17,147,14,212,14,211
Politeknik Kesehatan Ummi Khasanah,OEY1RTFEOUQtQTQ4RS00NTBBLUIyRjEtMTU2NERBNTM1OTk0,"Jalan Pemuda, Gandekan, Bantul",Kab. Bantul,(0274)368055,poltekkesummikha@gmail.com,www.ummikha.ac.id,0,18,0,18,8,113,8,113,13,143,17,139,24,173,18,127
Politeknik Seni Yogyakarta,RTRFRjU3MTYtQzdDQy00NzY2LUI4N0EtMDlEMzRGMjczRjdB,Klidon Sukoharjo Ngaglik Sleman,Kab. Sleman,0274-4464892,poliseni_yogya@yahoo.co.id,www.poliseni.ac.id,6,35,6,17,6,17,3,17,0,0,0,0,0,0,0,0
,,,,,,,0,1227,0,949,0,1106,0,860,0,856,0,0,0,0,0,0
Akademi Film Yogyakarta,NzNDMUUzQzktQzgxRC00QTMyLUEzMjMtNUUxNUNBMjgxRTE3,"Jl. Ipda Tut Harsono No.26., Muja Muju, Kec. Umbulharjo",Kota Yogyakarta,02742923865,info@afy.ac.id,afy.ac.id,6,140,5,140,5,245,5,245,7,314,10,314,9,373,11,338
Akademi Kesejahteraan Sosial AKK,QzE1MUFGMUMtRTk1NS00QTA1LThFMUItNkMxMDU4MkI2MEY3,Jalan Nitikan No 69 ,Kota Yogyakarta,0274373142,aks_akk@yahoo.co.id,www.aks-akk.ac.id,7,521,24,229,25,338,24,311,24,346,22,332,20,363,19,0
Akademi Ketatalaksanaan Pelayaran Niaga Bahtera,RTJBQkE3OEMtRTg1MS00QUIzLThBOTEtMUQxNjRDNTIzQTY2,Jalan Dukuh MJ I1221 ,Kota Yogyakarta,0274-381489,akpnbahtera@yahoo.co.id,www.akpnbahtera.ac.id,0,78,0,77,9,68,10,65,10,65,8,59,7,66,8,66
Akademi Komunikasi Radya Binatama,REY0N0Q1RDItMTNCMy00OUIzLTkwREYtMDNGQkMxNUQzQTc4,Jalan Raya Janti No. 3/47 Yogyakarta ,Kab. Sleman,0274 4333577,akrb@akrb.ac.id,www.akrb.ac.id,9,265,9,263,9,282,8,276,9,308,9,301,10,340,9,0
Akademi Manajemen Administrasi Dharmala,RTg2N0ZDNTMtOERGNS00NUEwLUExNjQtQTUyM0UxRTVFQUQz,Jalan Janti 331 Gedongkuning Banguntapan,Kota Yogyakarta,(0274)555237,amadharmala@gmail.com,www.amadharmala.ac.id,5,35,5,31,6,24,5,26,4,41,4,42,2,0,0,0
Akademi Manajemen Administrasi Yogyakarta,NzkyMEQ2QjUtRUIwMi00RUI4LUFDRjMtQjA1RjA0NzVGNTRF,Jalan Brawijaya no.101 Ringroad Selatan Tamantirto Kasihan Bantul DIY,Kec. Kasihan,0274-2818878,info@amayogyakarta.ac.id,www.amayogyakarta.ac.id,0,2423,0,2373,42,1281,39,1237,39,1026,37,1010,30,842,31,807
Akademi Manajemen Putra Jaya,RjYyOUM4M0YtMkM5Ny00MTgwLUJBQ0QtRUVDMkY3NkIxRjE5,Jalan Pramuka No 85-B ,Kota Yogyakarta,0815-7880-0244,ampjyk@gmail.com,,3,4,3,4,5,4,5,4,5,27,6,27,4,48,5,48
Akademi Pariwisata Dharma Nusantara Sakti,QTA5RTdCMTItOUE4NC00QjA3LTlEMkQtNEQ0NUUzNTYyNEQ5,Jl. Bintaran kidul 12 Yogyakarta,Kec. Mergangsan,"0274-376830, 388434",akpardayk@yahoo.com,www.aparda.ac.id,7,99,7,96,6,118,6,105,6,114,6,96,7,114,7,104
Akademi Pariwisata Stipary,M0YzMzRDNjUtREUzNC00NTk4LUI4N0YtREJCMzQxQzA1RTcw,Jl. Ringroad Timur No. 4 Maguwoharjo Depok Sleman DIY.,Kab. Sleman,0274-4332832,stipary_akpar@yahoo.com,www.stipary.ac.id,16,545,17,529,26,453,23,365,25,254,23,248,18,197,20,169
Akademi Pariwisata Yogyakarta,Q0RFMDhFMzktRTZBNi00MUFELTlEQjEtMkM5NzgzODdBQjA2,"Jalan Baladewa, Babarsari, Glendongan, Tambak Bayan, Caturtunggal, Kecamatan Depok, Kabupaten Sleman, RT 15, RW 4, Daerah Istimewa Yogyakarta, 55281 (0274) 511791",Kab. Sleman,0274-511791,akparyo.abadigroup@gmail.com,akparyo.ac.id,8,204,8,179,7,211,7,205,7,211,7,197,7,167,7,163
Akademi Perikanan Yogyakarta,MjdDMEMyRkQtQzIyRS00MjAxLUE2ODItOUU4NDIyNjgwREQy,Jalan Balirejo Muja-muju ,Kota Yogyakarta,0274-582031,LPPM_APY@yahoo.com,www.apy.ac.id,6,34,6,31,6,37,5,33,5,49,6,47,5,60,5,0
Akademi Sekretari dan Manajemen Indonesia Desanta,NzE3REMwMzEtRjNFRi00QzE2LTlFQTAtQkQwMERDQzAxNzlC,"Jalan Wates Km. 7.5 , Balecatur , Gamping Sleman",Kab. Sleman,0274-453073,desanta054022@yahoo.com,www.asmidesanta.ac.id,0,141,0,141,6,69,6,69,7,71,7,67,8,62,8,62
Akademi Seni Rupa Dan Desain MSD,MTRFMzREMjctNzg2MS00QUY3LTk5ODMtNjIyNDBBNzE4NUJD,Jalan Tamansiswa No 164 ,Kota Yogyakarta,0274-414277,contact@msd.ac.id,www.msd.ac.id,10,300,11,237,9,280,9,234,8,232,8,209,7,258,8,188
Universitas Muhammadiyah Magelang,QTdEMzc4RUYtMEM0NC00N0E2LTlGRTAtNUY2MTk1RDQzOTk2,Kampus 1 : Jalan Tidar No 21  Kampus 2 : Jl. mayjend Bambang Soegeng KM5 Mertoy,Kec. Martoyudan,0293-326945,humas@unimma.ac.id,www.unimma.ac.id,374,6491,333,6300,364,5866,303,5237,362,5314,343,4744,357,5099,343,4622
Universitas Muhammadiyah Surakarta,NkQxMjQxNDItRTc5OC00RjYyLTg3NEItQ0U0MzVCNTQwOUYx,"Jl. Ahmad Yani, Tromol Pos1,  Pabelan Kartasura, Surakarta",Kec. Kartasura,0271-717417,ums@ums.ac.id,www.ums.ac.id,1046,36433,997,32874,1056,35600,1162,35373,1425,39833,1256,36131,1242,41615,1256,36965
Universitas Muhammadiyah Purwokerto,NTZENkQ5QzYtQjE2RC00NzQ0LUFCQTQtMkJGRkEyNTM1OUMy,Jl Raya Dukuhwaluh Po Box 202 ,Kab. Banyumas,0281-636751,sekretariat@ump.ac.id,www.ump.ac.id,247,13497,534,12253,696,14828,634,12912,695,15379,725,13537,847,16201,784,12069
Universitas Muhammadiyah Purworejo,OTk5MUVCNUYtOEMzQi00NERFLThGMEEtMEZBQ0QxMkQ0OTJF,Jalan KH Ahmad Dahlan No 3 ,Kec. Purworejo,0275-321494,info@umpwr.ac.id,www.umpwr.ac.id,253,4007,223,3877,255,3989,227,3933,261,4279,230,4049,269,4569,228,4358
Universitas Muhammadiyah Semarang,RjZFRDM3QjgtQTIzNy00RDAyLUEzQUEtQUZDOTM1Rjg5RkQw,Jalan Kedungmundu Raya 18 Kecamatan Tembalang,Kec. Tembalang,024-76740296,info@unimus.ac.id,http://unimus.ac.id,521,8957,470,8007,543,9602,532,8315,615,10646,629,10278,743,12245,727,11602
Universitas Muhammadiyah Kudus,RDE4MzMxNDktRDhCOC00NzdBLUEwMjEtMEY3NzI2QjhGRkUw,,Kab. Kudus,0291437218,sekretariat@umku.ac.id,www.umku.ac.id,222,1620,200,1825,310,2301,327,2255,320,2636,349,2927,412,3721,370,898
Universitas Muhammadiyah Pekajangan Pekalongan,RDQ5QzQ0RDctQkUwQS00MEJCLTk0NjctQjAyM0MwODJEQjRF,,Kota Pekalongan,0285 785179,admin@umpp.ac.id,umpp.ac.id,196,2670,152,2479,210,2633,185,2545,224,2552,197,2430,232,2518,200,2388
Universitas Muhammadiyah Kendal Batang,RTcxM0JGQ0MtOUQ1NC00QTFGLTg1NTUtRjcwRjM2QzU5MjUx,,Kab. Kendal,0294 3686444,humas@umkaba.ac.id,umkaba.ac.id,0,79,0,79,0,158,0,158,0,288,0,288,59,398,54,398
Universitas Muhammadiyah Klaten,MDc2REY0NjItNUY3RC00NDdFLUFCM0QtNjMwNUYyNkQ3QjQ3,,Kab. Klaten,0272323120,admin@umkla.ac.id,umkla.ac.id,0,305,0,305,0,531,0,601,1,913,81,936,128,1067,129,1025
Universitas Muhammadiyah Karanganyar,MzM4RkNGMzEtOERBQy00MzdBLTkyRkYtNUVCQkNENjc5NDhG,Jl. Raya Solo-Tawangmangu KM.12 RT/RW 003/001 Kodokan Papahan Tasikmadu Tlp 0271-6498851,Kab. Karanganyar,08112801912,umuka@umuka.ac.id,umuka.ac.id,0,199,0,199,0,305,0,305,0,403,16,403,66,627,60,21
Universitas Muhammadiyah Gombong,MjA4QjgwRjEtQ0VEQS00OTdGLUI1OEYtQzE3NURFQzQ5RDM5,Jl. Yos Sudarso 461 Gombong,Kab. Kebumen,(0287) 472433/473749,rektorat@unimugo.ac.id,http://unimugo.ac.id,0,820,0,820,0,1469,0,1470,173,2014,161,1453,174,1755,169,1017
Universitas Kristen Satya Wacana,NUFBMDBFRjgtMjZDMy00NTk3LTg2ODMtMzhBRDZFMDUyNzdC,Jalan Diponegoro 52-60 ,Kota Salatiga,0298-321212,rektor@uksw.edu,www.uksw.edu,832,17170,624,15447,967,17699,947,16318,1334,19918,1497,15589,2049,19115,2100,17144
Universitas Islam Sultan Agung,NTFDMEQ5MzgtNTBFQi00Q0M4LUI5RUItMjUzNjU4QTU2RTI5,"Jalan Raya Kaligawe Km 4, Terboyo Kulon, Gunuk",Kec. Genuk,(024)6583584,informasi@unissula.ac.id,www.unissula.ac.id,985,17206,1029,15079,1097,16778,1044,15751,1260,17010,1207,16556,1320,17917,1178,12861
Universitas 17 Agustus 1945 Semarang,OTBDQkVENjgtMjA1Ny00RTY0LUJEMzQtRjExM0U3MjZDRUFE,Jalan Pawiyitan Luhur Bendan Dhuwur,Kota Semarang,024-8441771,untag@untagsmg.ac.id,untagsmg.ac.id,341,9689,309,8494,320,8398,323,7617,349,8539,363,7187,370,7909,370,5998
Universitas Slamet Riyadi,N0E4NzczNzAtMUFDNC00Mjg1LUI1N0UtMzU2MjU2NTkzMTRB,Jalan Sumpah Pemuda No. 18 Kadipiro Banjarsari Surakarta Jawa Tengah,Kota Surakarta,0271-853839,info@unisri.ac.id,www.unisri.ac.id,210,6640,176,6363,213,7206,211,5236,234,7919,242,6032,241,7383,219,6772
Universitas Wijaya Kusuma Purwokerto,QTM1RTUxMkMtRUI5My00NTUyLUI4ODUtNkIxNjM3MjFDQUFG,Kampus Karangsalam Purwokerto,Kab. Banyumas,0281-6439889,info@unwiku.ac.id,www.unwiku.ac.id,59,6167,41,5962,97,6519,131,6057,135,6565,127,5892,152,6418,140,4467
Universitas Muria Kudus,NUE2N0I5NjQtQ0IzNi00Q0FBLUIyOUItNkRGQ0EyMUJFMEM1,Gondangmanis Bae Po Box 53 Gebog Bae Kudus,Kab. Kudus,0291-438229,muria@umk.ac.id,https://umk.ac.id/,301,11309,290,10807,330,12753,309,11860,327,13868,300,13017,329,14566,321,12128
Universitas Pekalongan,QkE1NzUzMDItMThEMC00NkNCLTkzQ0EtOTMxRERCNkI4OUI4,Jalan Sriwijaya No 3 ,Kota Pekalongan,0285-421096,unikal.ac.id@gmail.com,www.unikal.ac.id,248,7281,230,6706,233,6659,216,5982,255,6681,238,6079,274,6595,253,5748
Universitas Katolik Soegijapranata,RTVFNzg2RkItQjhBNy00OUU2LUJBRDgtM0Q4RThFMEE0RUJG,Jalan Pawiyatan Luhur IV/1 ,Kec. Banyumanik,"024-8441555,8505003",kontak@unika.ac.id,www.unika.ac.id,383,9381,380,8404,395,9550,428,9298,444,10192,468,9549,461,10519,444,2597
Universitas Pancasakti Tegal,QkZERjFGNjgtODIwMC00NTM2LThGRTUtQTczNURDNzkzNTQy,Jl. Halmahera KM. 1 Kota Tegal,Kota Tegal,0283-351082,info@upstegal.ac.id,www.upstegal.ac.id,262,7700,256,7054,278,8260,276,7262,306,7646,311,6696,373,7801,323,4708
Universitas Darul Ulum Islamic Centre Sudirman,NzU1RDUzMUItRjc1MC00RTU1LUJBMTMtNzNGMDU1QTAxRTBC,Jalan Tentara Pelajar No 13 Ungaran,Kab. Semarang,024-6923180,undaris.ung@gmail.com,undaris.ac.id,85,1895,77,1764,80,2200,90,1712,106,2001,84,1944,99,2367,82,2021
Universitas Islam Batik,MzFBNDVBOUQtQURFNC00NTQ2LThEOEItODc0ODgzQkZEMDMx,Jl H Agus Salim No 10 Surakarta,Kec. Laweyan,0271-714751,info@uniba.ac.id,www.uniba.ac.id,105,2964,92,2798,114,2327,97,2148,113,2159,103,1886,123,2079,102,2961
Universitas Veteran Bangun Nusantara,RjlFNEVGQjYtN0ZCMi00NkM4LTkwOTQtRUYyNjFCMEQ2MEY5,Jl Letjen Sujono Humardani No 1 Jombor,Kec. Sukoharjo,0271 593156,univetbantara@yahoo.com,univetbantara.ac.id,276,5882,265,4891,288,5483,246,5186,291,5371,275,4579,346,5598,275,328
Universitas Semarang,NURGMTY2MjEtRTVDRS00RTlFLTkyMUEtMjBFRTVCNTgyODMy,Jalan  Soekarno Hatta ,Kota Semarang,024 6702757,univ_smg@usm.ac.id,www.usm.ac.id,485,22465,497,20383,534,21644,580,20363,590,19340,619,18230,626,19396,622,18142
Universitas Widya Dharma,RUM3REM1NjEtM0EyNy00MzY3LTk4Q0QtRUI0MzBGNjQ1OEYw,Jalan Ki Hajar Dewantara ,Kab. Klaten,(0272)322363,info@unwidha.ac.id,www.unwidha.ac.id,270,2830,254,2418,264,2599,241,2427,324,2385,253,2154,278,2520,245,1096
,,,,,,,0,309,0,295,0,268,0,216,0,175,0,160,0,0,0,0
Universitas Pandanaran,OTA4RURGQTMtNDc3Qy00NUQ0LUIyNDUtRjlEM0I3MjZBRUE3,Jl Banjarsari Barat No 1 Tembalang Semarang,Kota Semarang,(024) 70797974,info@unpand.ac.id,unpand.ac.id,57,1183,33,1091,43,995,45,932,59,1002,61,968,50,1081,46,376
Universitas Surakarta,MEM3NUQ5REQtNTQxQy00NjZELUI5M0EtQjI4MDhBMTJEMDA1,Jalan Raya Palur Km 5 ,Kec. Laweyan,0271-825117,info@unsa.ac.id,www.unsa.ac.id,176,6488,166,5939,188,6172,181,4653,204,4454,206,4436,207,4177,205,3647
Universitas Wahid Hasyim,NDY0QjFGMTctNjM1MS00ODM2LUE3RDEtN0VFRkJEODUwQThE,Jl. Menoreh Tengah X/22 Sampangan,Kota Semarang,0248505680,wahidhasyim@unwahas.ac.id,www.unwahas.ac.id,321,9642,304,8093,339,9412,343,8287,391,8861,383,8313,423,9367,354,1797
Universitas Nahdlatul Ulama Surakarta,NUQxNUZFOEEtQzg5MC00M0VBLTg1M0EtQUMwMTEwNkFFQjI1,Jalan Dr Wahidin 05 VI Penumping Laweyan,Kec. Laweyan,0271-717954,unusurakarta@yahoo.com,www.unu.ac.id,125,1733,107,1648,130,2280,117,2022,114,2182,127,2097,147,2028,120,1989
Universitas Stikubank,OTcxODQyRTktRDM3Ni00NDgxLUE3NzUtQzYxRDVBN0NFMDlE,Jalan Tri Lomba Juang No 1 ,Kota Semarang,024-8311668,info@unisbank.ac.id,www.unisbank.ac.id,327,6536,298,5418,285,5402,265,5048,282,4866,261,4510,254,3834,234,2593
Universitas Dian Nuswantoro,ODk2ODc5RkUtNUZCRS00QUIwLUE3Q0QtM0ZBRDFFRUUzQ0ZG,Kampus I  : Jalan Imam Bonjol 207 Semarang 50131 Kampus II : Jalan Nakula I No ,Kota Semarang,024-3517261,sekretariat@dinus.ac.id,www.dinus.ac.id,455,14707,492,13876,515,17555,555,15393,620,16550,607,15706,686,17033,622,2030
Universitas Sultan Fatah,RkIzQkJGNDMtQUJGQi00MUUwLTgwN0UtMjMxOTQ4MTdFQTND,Jl. Diponegoro No. 1B Jogoloyo Demak,Kab. Demak,0291-688227,info@unisfat.ac.id,www.unisfat.ac.id,92,922,96,884,100,972,100,745,120,789,95,760,119,861,96,121
Universitas Sahid Surakarta,OUMwQjE3RDktQjM4Ni00RThGLThCMDgtOEM4NjNGNTEzMzIz,Jalan Adi Sucipto 154 Jajar ,Kec. Laweyan,0271-743493,rektorat@usahidsolo.ac.id,www.usahidsolo.ac.id,63,1663,59,1729,83,1245,76,1225,89,1435,78,1423,82,1738,77,1693
Universitas Aki,QzI1NUREMDQtNTdBQy00ODE4LUI3N0ItNzNBRUE2OTBCQzYy,"Jl. Imam Bonjol No. 15, 16, 17 Semarang",Kota Semarang,024-3552555,universitasaki@unaki.ac.id,www.unaki.ac.id,112,1099,90,1046,91,1387,103,1269,95,1590,98,1617,97,2087,97,1609
Universitas Boyolali,NzgxNkEzMzItODhGQi00NDJDLUI1OUQtMUU5NDQxMTUyOERG,Jalan Adi Sucipto 170 Karangasem,Kab. Boyolali,0276321328, rektor@uby.ac.id, http://www.uby.ac.id,60,524,63,496,61,671,61,833,55,872,57,705,68,1126,60,1111
Universitas Muhadi Setiabudi,MkZDMTlGMDItNkREQS00Mjk1LUFFRDktNDdBMjE5RERCQzJG," Jl. P. Diponegoro Km 2 Pesantunan, Wanasari Brebes – Jawa Tengah ",Kab. Brebes,(0283) 6199000,umus@umus.ac.id,www.umus.ac.id ,138,1142,109,1089,112,1411,113,1243,135,1409,105,1369,136,1392,116,1259
Universitas Islam Nahdlatul Ulama Jepara,NjdGRUVENUEtRTc3My00MDFBLUE0ODItMjcwMzc0QkMzOTVF, Jl. Taman siswa Pekeng Tahunan Jepara,Kec. Tahunan,0291-595320,info@unisnu.ac.id,https://unisnu.ac.id,298,10172,262,9786,304,8119,269,7827,279,8333,276,7704,299,8245,285,7827
Universitas PGRI Semarang,RkM1RTlBOUMtN0U1Ni00RTRELTlGQTItNEFGMjczNTQ5NjUx,Jalan Lontar No 1 Semarang ,Kota Semarang,024-8316377,upgris@upgris.ac.id,www.upgris.ac.id,490,13769,840,12202,650,14888,662,13715,652,14854,520,12714,628,16592,579,10309
Universitas Peradaban,NEREMDJDMDUtRUFEOS00OTkwLThBRDUtQkEyQ0Y3QkY1MUI2,,Kec. Paguyangan,0289-432032,admin@peradaban.ac.id,peradaban.ac.id,172,1758,164,1684,162,1991,157,1990,162,2481,151,1782,168,1912,144,467
Universitas Selamat Sri,REIwNzEwQkQtQzkzNC00QkI0LUEyMTgtRTg2RjE4NjcyRUFC,Jl. Soekarno-Hatta Km. 03 Kendal ,Kec. Patebon,0294 369 0577,admin@uniss.ac.id,www.uniss.ac.id,57,2571,83,2206,129,2708,97,2430,105,2766,128,2620,154,3120,137,610
Universitas Ngudi Waluyo,RkE0RTQ1OTctODcxNC00QjA1LUE5OEMtMThEM0JGODE1MEU5,Jalan Gedong Songo Candirejo ,Kec. Ungaran Barat,0246925408,ngudiwaluyo@unw.ac.id,unw.ac.id,264,3122,205,2908,294,3442,232,3313,317,3562,330,3431,361,4189,353,3120
Universitas Nahdlatul Ulama Purwokerto,QjFEMDYzNkMtQzkyRC00M0ZBLTgwMjctQUU0QTlCRjE1NTU0,,Kec. Purwokerto Selatan,02816841836,unupurwokerto@gmail.com,unupurwokerto.ac.id,291,1073,213,1073,233,1504,169,1498,188,1628,158,1580,192,2156,219,585
Universitas Perwira Purbalingga,OTZCN0I5NjQtOTk4Ni00MzQ4LUFDQTAtMzlFRDQxOEQyNTYx,,Kab. Purbalingga,0821 7181 1300,unperba.purbalingga@gmail.com,www.unperba.ac.id,1,200,11,200,32,321,44,321,45,395,47,402,64,523,53,99
Universitas An Nuur,MEU1NTJGOTEtMkFFQi00QzI4LTlCQjUtQ0RDNUU5QTJEMUJC,"Majenang, Kuripan",Kec. Purwodadi,0292 426455,humas@unan.ac.id,http://unan.ac.id/,82,724,74,723,94,689,96,709,98,804,97,802,105,1260,106,572
Universitas Amikom Purwokerto,MjczQUIyQzctQTk3Ri00QTVFLUFEQzctRjZENDYxOTJFNjA0,,Kab. Banyumas,(0281) 623321,amikom@amikompurwokerto.ac.id,amikompurwokerto.ac.id,104,2750,108,2457,125,2926,121,2673,148,3113,129,2840,150,3481,119,3204
Universitas Maritim AMNI,ODZEQ0M0RjYtNzAzOC00OTUxLTlFMTAtODk3MDczQjBGMEM3,,Kota Semarang,024-6710486,info@unimar-amni.ac.id,https://unimar-amni.ac.id,0,2660,0,2488,99,3115,105,2864,123,3009,120,2673,118,2749,107,437
Universitas 'Aisyiyah Surakarta,RDcxOTA1NTItNzI3OC00NDM2LTkwREQtMTc2RkM4ODNDNjQx,"Jl. Ki Hajar Dewantoro No. 10, Kentingan Jebres",Kota Surakarta,0271-631141,pddikti@aiska-university.ac.id,www.aiska-university.ac.id/,0,1518,0,1519,104,1621,104,1613,110,1775,106,1738,116,2501,136,1603
Universitas Sains dan Teknologi Komputer,MTI5MkMxMjMtN0U5Qi00RDMxLThFMzktQkIxNUM1NEY5MDc3,Jl. Majapahit No. 605 Pedurungan Kidul Semarang,Kota Semarang,(024) 6723456,universitas@stekom.ac.id,www.stekom.ac.id,0,3846,0,3846,209,4808,183,3942,264,5221,214,4431,262,5079,280,4276
Universitas Widya Husada Semarang,Mjc0NEQ2REEtM0QzMC00ODRGLTkxNDMtRjYxNzgyRUQ2MDU1,,Kota Semarang,(024) 7612988,widya_husada@yahoo.com,http://uwhs.ac.id,0,1983,0,1983,22,2469,18,2430,96,2160,80,2189,130,1501,111,1184
,,,,,,,,,,,,,,,,,,,,,,
Universitas Bhamada Slawi,QTg3RjEzQTktNzQwOC00NEJBLThCREItRjhFNjlDNDZCMDIw,,Kab. Tegal,6197570 / 6197571,universitasbhamada@gmail.com,,0,569,0,569,0,924,0,924,103,1195,93,1541,118,1946,103,1486
